_index,_type,_id,_score,_source/uuid
news_articles,_doc,r6fweHEBQ7bCTl732U7p,15.686787,0bcd4e2f7e3659f4b95cda07323d3d61d98b2df0
news_articles,_doc,EKnyeHEBQ7bCTl73ZTP3,15.686787,e8a3efb90b3e39618f2bea5e6dfaced57417db3a
news_articles,_doc,LanyeHEBQ7bCTl73ZS_2,13.238571,f59fe159096c051c1476f76e124848a9f449af2a
news_articles,_doc,NKnyeHEBQ7bCTl73ZS_2,13.238571,f78d94fc6ca7350548b7197503abe79e506cbbb6
news_articles,_doc,TqnyeHEBQ7bCTl73ZVf5,13.238571,b011bccbb499b78e0170a4947e5c7ef051519305
news_articles,_doc,i6rzeHEBQ7bCTl73OBIG,13.238571,ff154f0f5052e9318a73987f132f7f039269fcb6
news_articles,_doc,zqnyeHEBQ7bCTl731sUo,12.063629,3bfb473dab72568b5f3a52929923f9ab8e97e939
news_articles,_doc,Sav0eHEBQ7bCTl73VE8v,11.080242,3a409c070b3933fc0321c318b45ea8623077139e
news_articles,_doc,Qqv0eHEBQ7bCTl739vSG,9.738817,291f51ed9ef25d88ebf066365651853af53698c4
news_articles,_doc,a6jxeHEBQ7bCTl73Yg91,9.716863,00cc35ac1f9abb49881851df5bee84547ce0565d
news_articles,_doc,iqrzeHEBQ7bCTl73lorb,9.527021,678a092fa5435cd932b6a2e292009e7a1d5c49ae
news_articles,_doc,36nyeHEBQ7bCTl731sUo,9.368303,c03bd0d3270205da926f3c5991399b426b68f137
news_articles,_doc,XKrzeHEBQ7bCTl73lrDe,9.296547,2bab5a1991bef9b6de7b21365b917b244518062b
news_articles,_doc,darzeHEBQ7bCTl73aknJ,9.291503,8687ffd7b62c132d8f9cbf3268fe199f5e482e53
news_articles,_doc,TqfweHEBQ7bCTl732Wfu,9.191566,13e16bd957ffabbf8d6cd88dab86c7a610db7032
news_articles,_doc,CanzeHEBQ7bCTl73B9id,9.132634,49c93b843818dcea7fe526ceee1b2d60ac7033aa
news_articles,_doc,Cqv0eHEBQ7bCTl73Cyqh,8.948514,5ca7db76975cfa4bc9909ee7622e97248300f1d9
news_articles,_doc,jqrzeHEBQ7bCTl73zcFj,8.869669,c31a0adbbdb73085c694c128f79eaa270c2380b1
news_articles,_doc,lav0eHEBQ7bCTl73Cwuf,8.869669,88b03d85b124ba36ca66d52f91422a2acd0ee9a2
news_articles,_doc,iqv0eHEBQ7bCTl730Lle,8.800275,13bb995541c9604c58b2f3e5165543b9ef71b204
news_articles,_doc,yKv0eHEBQ7bCTl730Lxe,8.800275,9a127ac394e4764449c6b49119e1737356e33ce6
news_articles,_doc,cqrzeHEBQ7bCTl73OD4J,8.692611,47f3f1a943e645e4d359f06ba2788ba1d76535ed
news_articles,_doc,y6nyeHEBQ7bCTl731rsn,8.613247,df9a4246cebeb13ecded75c6b082b9aaf95b051c
news_articles,_doc,lKrzeHEBQ7bCTl73aoDN,8.613247,398b173713f3c514c58056df51d442d2f5db6243
news_articles,_doc,56v0eHEBQ7bCTl739veG,8.600222,8ba1ae919a9d95a1829129777d2b6151aa18a028
news_articles,_doc,7anyeHEBQ7bCTl731s8p,8.467906,4aa6360a2464e8af3913893d70b551af7a91acec
news_articles,_doc,UajyeHEBQ7bCTl73L-xq,8.440938,0e0986d3247b80866dd575dd0313f2b6de5276d5
news_articles,_doc,XKnzeHEBQ7bCTl73B_if,8.440938,1fba8672b3f0a907cdbc4dae363ed3743cce4bbe
news_articles,_doc,8anzeHEBQ7bCTl73B_mg,8.440938,7e5155562a343eca38aaea29ebf7c04f0fbb93e8
news_articles,_doc,JKjxeHEBQ7bCTl73xZU1,8.413885,7d0477064856359a13ba52d9eea32205f5e02be5
news_articles,_doc,46nyeHEBQ7bCTl73mmTt,8.413885,f3c7594c88f46758558441038d7c41f678962175
news_articles,_doc,ZKnyeHEBQ7bCTl73mnzu,8.413885,b30c032cf7debd9ac7954a25e87436c103075b1b
news_articles,_doc,N6fweHEBQ7bCTl732Vnr,8.297798,f43850c6dd4dfca0ec6b6c59931f0a0e12c11cc7
