_index,_type,_id,_score,_source/uuid
news_articles,_doc,kqjxeHEBQ7bCTl73YhJ1,3.145195,b0c81f56405e8c3d3189b9d41515cf8184dab5f8
news_articles,_doc,gKv0eHEBQ7bCTl73mHcg,3.1105168,cb8d40a6611a8cac5688cbcb65cb4f0f857baccf
news_articles,_doc,nKv0eHEBQ7bCTl73CwCe,3.105387,9dea21e3e1426e14624ed82da489d95fed15c211
news_articles,_doc,v6fweHEBQ7bCTl732YTz,3.0920286,73541bed35fe359f2bc3b54219dba4649c1cf190
news_articles,_doc,LafxeHEBQ7bCTl73NfJJ,3.0832453,26de0e24af5177984b332fd0d8c5f8517044f9a6
news_articles,_doc,0afxeHEBQ7bCTl73CIyL,3.0768325,b7a198b08d5ee4be01c51319631d4011e3422389
news_articles,_doc,W6fweHEBQ7bCTl732X_y,3.0706291,48fcdfed4e62ab8df71d0f72a852e93c0e7abdb4
news_articles,_doc,FqjxeHEBQ7bCTl73-tsV,3.069201,d0d3610723b4e969c5ab4fb69e9fa8a4b25ceb9b
news_articles,_doc,A6rzeHEBQ7bCTl73lo3b,3.0675552,54fde2fe465cc55fdedac517a01ab9aa0b52a72b
news_articles,_doc,vav0eHEBQ7bCTl730L5e,3.0675552,6475dfeb7a1589b9fc88c128da0ccce1ec9e3468
news_articles,_doc,TajxeHEBQ7bCTl73-tIU,3.0668845,231dc6aae2ba7a855cda99b0b548da27ecf198f5
news_articles,_doc,bajxeHEBQ7bCTl73k2rF,3.0633733,be02ae1f98cfbb28cfd2bf0110f9e103e26e5af9
news_articles,_doc,36nyeHEBQ7bCTl731sUo,3.0524824,c03bd0d3270205da926f3c5991399b426b68f137
news_articles,_doc,U6fxeHEBQ7bCTl73CMGX,3.0479403,488ab2d5e8b462b18bee529b026890f588bd885a
news_articles,_doc,i6jxeHEBQ7bCTl73xYoz,3.045085,065f2e56b483706424007fc1202bc4965aed7e2d
news_articles,_doc,CanzeHEBQ7bCTl73B9id,3.045085,49c93b843818dcea7fe526ceee1b2d60ac7033aa
news_articles,_doc,sajxeHEBQ7bCTl73xaQ2,3.0417368,8c2b9378d9c219c2bd6d60880d6a309d1690455a
news_articles,_doc,H6v0eHEBQ7bCTl73CwWf,3.0409188,a270af2515f5203b1e33aab3ca5a0eddedf42da2
news_articles,_doc,IqrzeHEBQ7bCTl73OEUJ,3.0364673,8e364f231731e12570f0e04ab0ff95204ed83110
news_articles,_doc,_6fweHEBQ7bCTl732Xnx,3.0352921,8895ef632d3258288a063f7047c3b45b73f6690a
news_articles,_doc,HKv0eHEBQ7bCTl73Cy2h,3.0351176,f1aefdfeaee0f65caa35656c1b769ee0f3598d7a
news_articles,_doc,bav0eHEBQ7bCTl73mI0i,3.033697,e578833d7c8f50a0b490a5894bd48d25014512e1
news_articles,_doc,XKrzeHEBQ7bCTl73lrDe,3.0334642,2bab5a1991bef9b6de7b21365b917b244518062b
news_articles,_doc,_anyeHEBQ7bCTl73mozw,3.0312624,6b3f98f7dbf65ffb9e74fa4e7ab67b920eba1e0a
news_articles,_doc,R6fweHEBQ7bCTl732WDt,3.0289114,8165df5bdd49880b3f762433998290512d1b92cc
news_articles,_doc,qKv0eHEBQ7bCTl73Cwyf,3.0283027,3f1dbfbe5791c3d26eb95a2bf7089a4386a56e28
news_articles,_doc,a6jxeHEBQ7bCTl73Yg91,3.0266013,00cc35ac1f9abb49881851df5bee84547ce0565d
news_articles,_doc,6ajxeHEBQ7bCTl73k1rE,3.02466,4757f2a4fd0b798cb1fcf54e54346558ee970871
news_articles,_doc,r6rzeHEBQ7bCTl73BwKg,3.0242286,b1ea4ad51ece30489a5d27262f084559d5cd1167
news_articles,_doc,HKnyeHEBQ7bCTl73mn7u,3.0222368,627e957e40fbb6515826bb38c9f818f98d1996db
