UUID Solr;UUID Elastic;UUID Manticore;Wszystkie;Wszystkie (bez duplikatów);Relewantny globalnie;Rel w Solr;Rel w Elast;Rel W Mant;;TP Solr;FP Solr;FN Solr;TN Solr;;TP Elastic;FP Elastic;FN Elastic;TN Elastic;;TP Manticore;FP Manti;FN Manti;TN Manti;;;;;;;;;;
9557e7f1342e0a3e7702bc147348b5abf32d1a18;9eedd17b48c021625234d97b80bc9e11f531f925; c338cc0d3eb67c3b0ac46f2eda010c4cfa56d483;9557e7f1342e0a3e7702bc147348b5abf32d1a18;9557e7f1342e0a3e7702bc147348b5abf32d1a18;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
0a42a9ea8748b9d46efd5e0d141f575e1c34f7ab;5c030f1b4bd6787cfc9c1751d4b814157ffb13da; 36d9cf7c09ba600cdb4a24ee43c2547fdaead7ed;0a42a9ea8748b9d46efd5e0d141f575e1c34f7ab;0a42a9ea8748b9d46efd5e0d141f575e1c34f7ab;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
f741402620411ab7d58ee7c51b1a2c9ea9080c07;fbf1a80dcfb162aab6d3b08de23473d8c8849317; 87e3be805b2ec21b9cff0f4701d00ebfe4369274;f741402620411ab7d58ee7c51b1a2c9ea9080c07;f741402620411ab7d58ee7c51b1a2c9ea9080c07;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
2cf8e80fc57294a1bd88683db488f3caf5bc21f6;dfbf27daed28a24e6b6dd79b8580aad88235a5b4; cf5e8069889a134fc0bd6989b5b825dd91cdac78;2cf8e80fc57294a1bd88683db488f3caf5bc21f6;2cf8e80fc57294a1bd88683db488f3caf5bc21f6;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
394752f5a804c808ae5da1cf91c658a38e19ed99;86b624f91b2a83fe5f3bf6d6bd46947400aec7fc; b52bf555e26e145e51bda0196e26a2575c1e991f;394752f5a804c808ae5da1cf91c658a38e19ed99;394752f5a804c808ae5da1cf91c658a38e19ed99;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
e16402f4f524ec59e1ce0bb634ea132bc4ab0d76;989294e481dee290958f905d446c944304ee30e8; f8540b1821a872538ec70aee8afdb33c35548eea;e16402f4f524ec59e1ce0bb634ea132bc4ab0d76;e16402f4f524ec59e1ce0bb634ea132bc4ab0d76;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
6d9fcffc1a674fd8f622ef905b78dba06e41788f;c5742739ac5a5a4f4829e446ae21fb904c5a7226; ee2f68ad77c3c6bbb252b6294989921800e482ed;6d9fcffc1a674fd8f622ef905b78dba06e41788f;6d9fcffc1a674fd8f622ef905b78dba06e41788f;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
0a7a62b971623811561ece4a5310cc1f6e9b7eda;94f7d7d36c85661997dfebb361f66e6d482cff6b; 57de1d1ca88a2338b19fa0641437b9978062959d;0a7a62b971623811561ece4a5310cc1f6e9b7eda;0a7a62b971623811561ece4a5310cc1f6e9b7eda;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
b7524f3aca2bd6bc9e911a0d3f8fad2a64e850c5;91b52d10b89aad951041fbee18c5ae27ad8ac85a; a89a07d6d05c96c4453ca638108661c382450dad;b7524f3aca2bd6bc9e911a0d3f8fad2a64e850c5;b7524f3aca2bd6bc9e911a0d3f8fad2a64e850c5;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
0724c7a893e7645be45467954e4899b493f79076;9d3e94c2f5fe660fd1ed25219c329e9a64722ef0; f24e40318c0e321977ddcc69fd3172807ba3bb38;0724c7a893e7645be45467954e4899b493f79076;0724c7a893e7645be45467954e4899b493f79076;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
ec96da7fbe402ea9c1f5e1a93d9ce93c28b3424e;58f92648e61bcf9d3e6e9fe2805948d134765f47; f8a2a2d8aac26fc86a395109e4dc2f27b5a67b8d;ec96da7fbe402ea9c1f5e1a93d9ce93c28b3424e;ec96da7fbe402ea9c1f5e1a93d9ce93c28b3424e;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
66a84800128526b1874c0b0c1fb403a71646755c;3106a05d1ac6de92c94173b75f6ead2be95a2fe2; f0c57f132422410a34819aa27979d6b13c08976c;66a84800128526b1874c0b0c1fb403a71646755c;66a84800128526b1874c0b0c1fb403a71646755c;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
629d97a1252c2723a82fc6753e746c6014668a51;7f85b51ed31f2feaa762e101eb231cc02cc26483; 57f5f072f55032da6305a88598ccbcf0b6e6c67f;629d97a1252c2723a82fc6753e746c6014668a51;629d97a1252c2723a82fc6753e746c6014668a51;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
4c9796f2d5cd0ba3f1db61e634da5e9dc5241dce;2b7ebc999937622ff050f496e1dd43a49e5f39b9; e0e34b25f7eab20cff35d85a52b76e0140bcec04;4c9796f2d5cd0ba3f1db61e634da5e9dc5241dce;4c9796f2d5cd0ba3f1db61e634da5e9dc5241dce;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
294186c344e85c4f273ebd3eb7fc0ba975b767b4;5646690336a5d2113741080df4e597067eddccdb; d49d07e9ed774648a85cabc9d9ce4bf975bd8371;294186c344e85c4f273ebd3eb7fc0ba975b767b4;294186c344e85c4f273ebd3eb7fc0ba975b767b4;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
a97f92a001b9ddb089bda6ea0e68c5535abf1c78;08d77934031c78e5a37617236fb9168263ce5e1b; 28bb712af5a04c4d3992fb94a349a9d7cd2d4626;a97f92a001b9ddb089bda6ea0e68c5535abf1c78;a97f92a001b9ddb089bda6ea0e68c5535abf1c78;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
902f4acb8f8a65e826e0758ae44fc140ed2a3e29;2d3d28d7e5a5038a78e85af188bc73a6589bb3e1; 62ceb441f988ebcba3dd693903301cdfca0f815e;902f4acb8f8a65e826e0758ae44fc140ed2a3e29;902f4acb8f8a65e826e0758ae44fc140ed2a3e29;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
f5da766b562e8677485d028084ed300ef1fdd4bb;d98fb54b78f3532a3467a1a900776e6206642629; a6583ee998ed40bda0072a72935107b1e596d51a;f5da766b562e8677485d028084ed300ef1fdd4bb;f5da766b562e8677485d028084ed300ef1fdd4bb;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
f7e10c7c843baac49f53be44f1e060317f0cc835;2d789f8d1544f9cf82792ac8090495b643caf266; 19296fb18f8003835b36f22ff417179adb7c64d6;f7e10c7c843baac49f53be44f1e060317f0cc835;f7e10c7c843baac49f53be44f1e060317f0cc835;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
d356cb20a03a981e64a9d3188f01899f499c4944;6b51938b241cf0e7d6e6a0ef39ffcedbe65366a6; ad1aa3a8b2084e734eb0baf907fe77c016cc3cd6;d356cb20a03a981e64a9d3188f01899f499c4944;d356cb20a03a981e64a9d3188f01899f499c4944;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
2660e1faef408b14a8cdfc3f97a829dc05454342;0d359a1c2d7ade91c31b11be05b200cd7c655dfa; 4ecb3d60f0887ead0ab8e7cb0c3cd2f8ab8b892e;2660e1faef408b14a8cdfc3f97a829dc05454342;2660e1faef408b14a8cdfc3f97a829dc05454342;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
2a592982a59ec7de07d5ce72a31c3fc9ab62bf77;3381a63d63a82d9ff9b5ffbd8499ffff09a508f7; 06a91310880c69928f748fcf9d4ad1a5b266eb0e;2a592982a59ec7de07d5ce72a31c3fc9ab62bf77;2a592982a59ec7de07d5ce72a31c3fc9ab62bf77;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
94755c4c58801c91e7333a727bc6f3459d01b631;ed14995303cdd5b496d7e608185d8ce87e83043a; 000b3df135e095ebe8a111884d00ee5f4fc215ad;94755c4c58801c91e7333a727bc6f3459d01b631;94755c4c58801c91e7333a727bc6f3459d01b631;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
7b63ff025c0bfc721088bb30f6755b9ff9f82983;a4d7d8e25249920e1ffd5ded276e0200f171d357; 3bee4795bc6d7c0de089617651d258300a9392b6;7b63ff025c0bfc721088bb30f6755b9ff9f82983;7b63ff025c0bfc721088bb30f6755b9ff9f82983;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
429f17349c1fd601bd78ced603ca5f7ac2cbe652;6be47b16e6fdc62b8c57ae108fd38c608a188954; 3763cb6294e11fc116f6b3add4868361980b062e;429f17349c1fd601bd78ced603ca5f7ac2cbe652;429f17349c1fd601bd78ced603ca5f7ac2cbe652;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
2fd00c6f0a24cbe4ede28c1180e2165d87cc85d5;bcb21f82cdaa9f0c9b3f62c1e4c4001fca7ad189; 1f186c2ed3377efaab3fba98729aa49f3190b2f1;2fd00c6f0a24cbe4ede28c1180e2165d87cc85d5;2fd00c6f0a24cbe4ede28c1180e2165d87cc85d5;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
518920a685a34e9eee46d66838790e3b1f9df69f;c6e4b9c3f16ffcf1627186a3d9ff193f75517b85; faa901fd0a52936d4cfa31723e25a74c3a1440d1;518920a685a34e9eee46d66838790e3b1f9df69f;518920a685a34e9eee46d66838790e3b1f9df69f;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
15503b04c5e4757aa00a6a4aa89a0508a2b58e1a;c407226dc1ba3b298bad1e681a07e077f2838521; 6eded81e52a2b5ceef3fba2b5906c43411f37c32;15503b04c5e4757aa00a6a4aa89a0508a2b58e1a;15503b04c5e4757aa00a6a4aa89a0508a2b58e1a;FALSE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;TRUE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
60e5c799665b6265b2b6ed055837dc0e5beb8e58;8390d646bd69cf031c973a9fa64f9b10a9b07505; e0169044d651d9dfb14e608b87c6643e3ed15ba4;60e5c799665b6265b2b6ed055837dc0e5beb8e58;60e5c799665b6265b2b6ed055837dc0e5beb8e58;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
67298b4938840002df177625d9f053c985f57b96;4a3e0f79f04c8cf1e1f0fae11d7671efe5c63bc9; 2afc0c8452561b5fa04e171b4edd586b82028db7;67298b4938840002df177625d9f053c985f57b96;67298b4938840002df177625d9f053c985f57b96;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
a83a224b46936976e9cd8a38b489778d27bcfb19;d2458a6d0b50ae2daa9b8efb0b42b08ca7320379; f788e19150b89ca522303f6cd7e72cb390e9a2ca;a83a224b46936976e9cd8a38b489778d27bcfb19;a83a224b46936976e9cd8a38b489778d27bcfb19;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
9bf97b51b1bfa18c9010c9e1cbd5aab7b7eb8e4c;a1964682c390d088170aa568633b035f5032e6b9; a3f97fa97f4d7dcb8ad616f0ad12c99141356ffe;9bf97b51b1bfa18c9010c9e1cbd5aab7b7eb8e4c;9bf97b51b1bfa18c9010c9e1cbd5aab7b7eb8e4c;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
ef5a439b06336d39fc328e35cf14a23d5e1afe22;41456baaed008e136b33275466161433345dcba3; aa376a34c24888e411b7e7cb1c764577fce3c2bf;ef5a439b06336d39fc328e35cf14a23d5e1afe22;ef5a439b06336d39fc328e35cf14a23d5e1afe22;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
37898aa6d6717c3b2540b58cd3228a935ab08d20;3b88c3eee217d037b01e4d657a802aeceafdb8ca; 1f2a67a56284f74af413795da579899e03d1ba71;37898aa6d6717c3b2540b58cd3228a935ab08d20;37898aa6d6717c3b2540b58cd3228a935ab08d20;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
bfd80ed037215344d2d0c6b395b9948c813d9a72;387daf102b0ed9b49064fd2fdeb6c2e1c8ae8c3e; 592f72f70cc1d82c39eec3afe4b71313c13b8d62;bfd80ed037215344d2d0c6b395b9948c813d9a72;bfd80ed037215344d2d0c6b395b9948c813d9a72;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
978c86e3a1931f4859779d2a79aa7f184b651e05;d5298196a5d2be3f544fcb523bcea4ae87159a37; 91f5f469d314d59b6f14d87289ba59586bd5dfa9;978c86e3a1931f4859779d2a79aa7f184b651e05;978c86e3a1931f4859779d2a79aa7f184b651e05;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
ebf019429a44343748d53750ed50f425a9fcba94;87eb974b2b979ee2c833cf3303076fbf75a95af0; 3777b784d383c2c721adc069a77e66ab4fc19ef2;ebf019429a44343748d53750ed50f425a9fcba94;ebf019429a44343748d53750ed50f425a9fcba94;FALSE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;TRUE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
b28948b76420ccb31005122ca804e7f365c6e6a2;6f1e45bf4edab51fc3c98724fd36fae7b34bd288; 30392c62e68ef2ffc600bc6d03d123c0ec331e07;b28948b76420ccb31005122ca804e7f365c6e6a2;b28948b76420ccb31005122ca804e7f365c6e6a2;FALSE;FALSE;TRUE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;TRUE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
a4a88624f5ef699f54cc257ea8d20b6dfd97fcfc;0c641baaf222f76937bf4a906620b639b8ccfae9; 144a133dccd8c90f31e4463863bb66c9a8d8381b;a4a88624f5ef699f54cc257ea8d20b6dfd97fcfc;a4a88624f5ef699f54cc257ea8d20b6dfd97fcfc;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
f6ee8c268c1418d307f9a5cebdef22b23807f31c;35df198fa33912bec0fd5b8e534256d7a25f4095; 763089ed860fd75a4f236ba347a9e18a86f255a5;f6ee8c268c1418d307f9a5cebdef22b23807f31c;f6ee8c268c1418d307f9a5cebdef22b23807f31c;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
41e403eb3bf768b23be4bc6f778ac0ce2bc2f424;cc2f5d5abd80682442c26be3925f6ba7dde31216; e20fec1c02f65df15f2ed15915d96867de36ead2;41e403eb3bf768b23be4bc6f778ac0ce2bc2f424;41e403eb3bf768b23be4bc6f778ac0ce2bc2f424;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
3d8747b8dc81ddcd3cdd10ba2f286a3703deafc1;ed29fd52bedbad9e78b2092f47d1a5405490907c; 2f614af23112ff477b84bbec2a7082ae07865eeb;3d8747b8dc81ddcd3cdd10ba2f286a3703deafc1;3d8747b8dc81ddcd3cdd10ba2f286a3703deafc1;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
01aa82e1192de509232960a667d6027f659a8db7;332564db27aa0960017bbc72bec5a5bb589d5ee9; 73a68ca6e7452b8645f4d4cd0ec798706c5c1490;01aa82e1192de509232960a667d6027f659a8db7;01aa82e1192de509232960a667d6027f659a8db7;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
bbafcfb12c89410748faa1588ad53d4c7191c779;493a6ea83be71dfbd8ea3b65ae5263040fc238ed; 9eafd8db0ab7cba62cba33a1c1bd8a95a1adfca5;bbafcfb12c89410748faa1588ad53d4c7191c779;bbafcfb12c89410748faa1588ad53d4c7191c779;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
b749491c585889648d258bce9e1922aa24e04e30;5c4f5062bd6a525e463f666ef59be67e11039ac4; b5541accba41c9d5d8cfd96d4207f6a927b7002d;b749491c585889648d258bce9e1922aa24e04e30;b749491c585889648d258bce9e1922aa24e04e30;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
57f0a5745c0404f2e0f60a8c3df6813931cc9442;f8fcf806fcdd2d439900fd7de00c95ab02b5b1ca; ae58c470ce18098426e588b53d327482540157c6;57f0a5745c0404f2e0f60a8c3df6813931cc9442;57f0a5745c0404f2e0f60a8c3df6813931cc9442;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
612b2997958845cf59bf3924f0a9f482509fce6a;be1530642fb5a713a033d66c3cbc2e3fc5da5381; 126f5005e642f836db601f6c7e28cf6ab9a906db;612b2997958845cf59bf3924f0a9f482509fce6a;612b2997958845cf59bf3924f0a9f482509fce6a;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
09ddb688ec34a9e38fc1c473928797b32835b24c;3232f1d310d78b147d3be24be3be9f6dd7fba718; 593a63688ba24089d6c39473a96f865904ca660a;09ddb688ec34a9e38fc1c473928797b32835b24c;09ddb688ec34a9e38fc1c473928797b32835b24c;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
1ad70870fc4a2e731740e44b3c0ba5a16c0d92db;d9b3de72699414f02c82dd11f8df57218693ecd9; b9982578955419cb8444ca467bf5989b7a7f827d;1ad70870fc4a2e731740e44b3c0ba5a16c0d92db;1ad70870fc4a2e731740e44b3c0ba5a16c0d92db;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
4c1393316db683bda5427dd45ee51183f578ae7f;0f3f59c58602f3bfca609ff0ef9465e75bab537e; ddf10f123f787fbaf3c15af7f7661aaafa3d6bab;4c1393316db683bda5427dd45ee51183f578ae7f;4c1393316db683bda5427dd45ee51183f578ae7f;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
40a8e7d1bf0a5ff1389757ae746ccf451fb07027;dcf18e3e32781144b3143307dfbf2e9fcaf5d5b1; 1130325e626128988a8807bd470df8eab5ab2ac1;40a8e7d1bf0a5ff1389757ae746ccf451fb07027;40a8e7d1bf0a5ff1389757ae746ccf451fb07027;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
15ca1f96b65ad7884df35c5ac3417eb93a253adb;f781499241917dd5d78a59a08b092b7bf3136510; 6a09d8c59fad8cdf4c580b5a2f470c586c33c61c;15ca1f96b65ad7884df35c5ac3417eb93a253adb;15ca1f96b65ad7884df35c5ac3417eb93a253adb;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
421dc32a9364b5b7dd10b7b886219f96a04cbd21;ea0db337529602c7e897399fe76d11c4461d62bd; ca5fa1ea61ea6e10094aa9775d9ceaf326fb065c;421dc32a9364b5b7dd10b7b886219f96a04cbd21;421dc32a9364b5b7dd10b7b886219f96a04cbd21;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
142b9a3afcbc0c3a01a7560373450e6cfa9c51e6;5f4977af24ad3e90f9bc99b3c99ee387e8f3f2e2; e399ea7dfdb8f061c1ec3dd45dc9c6a6a6e3e432;142b9a3afcbc0c3a01a7560373450e6cfa9c51e6;142b9a3afcbc0c3a01a7560373450e6cfa9c51e6;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
6550771206fd00c9db252a515973809babac7128;20c05c9abe2ddb97f88c081a022732a27de2795e; c7a1fa80e3d2ef8a060f8d994992ceeababaa4d0;6550771206fd00c9db252a515973809babac7128;6550771206fd00c9db252a515973809babac7128;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
dccb0538e145f2b94a58a7f07d57059d08cb7d4a;0f3c86198eb0ecc0cc6c61044f791a9b60ffa9d6; 9fc98c5847016e3bac8181e2ab2c130227ecaaea;dccb0538e145f2b94a58a7f07d57059d08cb7d4a;dccb0538e145f2b94a58a7f07d57059d08cb7d4a;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
c8b8c848034676c8556e0c4012b330b8330104fb;70bdfde48137cf22feed47c98157b9eb28fb645c; 5ba1ecd4a7b2b55f4cf3be2b8465f8188211843e;c8b8c848034676c8556e0c4012b330b8330104fb;c8b8c848034676c8556e0c4012b330b8330104fb;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
afb486d86f6f7eb457aa83e58bfb53de97e7a51a;4b061e07d5e8cd7d3ebdbb58531029aacf56c0d0; 5dbea1f4a4002874705848411e8635bfd53ba0b5;afb486d86f6f7eb457aa83e58bfb53de97e7a51a;afb486d86f6f7eb457aa83e58bfb53de97e7a51a;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
9855c9602f3bbe4972a9cc40fee4fc6a54e2a5d8;43ee5398ed2befeadf6bc679a81669c5cf1eecae; ea0e651bc1a92928efd8ad1eca9d164a52a9dae4;9855c9602f3bbe4972a9cc40fee4fc6a54e2a5d8;9855c9602f3bbe4972a9cc40fee4fc6a54e2a5d8;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;FALSE;FALSE;FALSE;TRUE;;;;;;;;;;
