1	15:55:16
2	15:55:30
3	15:55:47
4	15:56:12
5	15:56:32
6	15:56:50
7	15:57:39
8	15:57:55
9	15:58:14
10	15:58:31
11	15:58:52
12	15:59:13
13	15:59:32
14	16:00:34
15	16:00:49
16	16:01:19
17	16:01:49
18	16:02:23
19	16:02:46
20	16:03:09
21	16:03:17
