1	13:17:30
2	13:17:44
3	13:17:56
4	13:18:07
5	13:18:18
6	13:18:29
7	13:18:55
8	13:19:06
9	13:19:21
10	13:19:33
11	13:19:45
12	13:19:57
13	13:20:09
14	13:20:35
15	13:20:45
16	13:20:57
17	13:21:10
18	13:21:22
19	13:21:34
20	13:21:45
21	13:21:49
